,IS Policy,IS Budget,Optimizer,EVD Pre,EVD Post,Theta,Info,NFEV,Duration (s)
10,Uniform,1,L-BFGS-B-2point,478.383587,40.62126517,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1. -1.
 -1.  1.  1.  1.  1.  1.  1.]","      fun: 76.58429615554441
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.37329102e-04, -2.60523796e-01, -2.81397209e+01, -1.74939156e-01,
       -3.43322754e-05, -2.31297493e-01, -6.76026344e-01, -2.59478569e-01,
       -1.51141167e-01, -8.23879242e-03, -5.44320107e-01,  3.15801620e-01,
        3.80444813e+00, -6.75630569e-02, -1.39227867e-01, -3.83755684e-01,
        1.07837677e-01,  5.78862476e+00,  6.60552979e-02, -1.64687157e-01,
       -1.14479065e-02, -3.09277534e-01, -3.69983673e-01, -3.37790489e-01,
       -7.78026581e-02])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 78
      nit: 2
     njev: 3
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1., -1., -1.,
        1.,  1.,  1., -1., -1., -1.,  1.,  1.,  1.,  1.,  1.,  1.])",78,13.453717
11,Uniform,1,CMA-ES,499.9365628,471.6220412,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1. -1.
 -1.  1.  1.  1.  1.  1.  1.]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=386136, Tue Jun 22 19:34:23 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 9.492116290205301e+01 1.0e+00 4.86e-01  5e-01  5e-01 0:00.0
    2     26 8.554074579420485e+01 1.1e+00 5.00e-01  5e-01  5e-01 0:00.0
    3     39 8.493861314879520e+01 1.1e+00 5.09e-01  5e-01  5e-01 0:00.0
  100   1300 8.006912882919292e+01 4.4e+00 4.46e-01  2e-01  5e-01 0:00.9
  200   2600 7.679768822063107e+01 8.4e+00 6.07e-02  1e-02  7e-02 0:01.7
  300   3900 7.659474939230482e+01 2.0e+01 2.49e-02  3e-03  5e-02 0:02.6
  400   5200 7.658440143981446e+01 2.6e+01 2.78e-03  3e-04  6e-03 0:03.4
  500   6500 7.658433610924016e+01 3.4e+01 9.70e-05  7e-06  2e-04 0:04.2
  600   7800 7.658432448427209e+01 1.5e+02 1.03e-03  6e-05  9e-03 0:05.1
  700   9100 7.658429983463949e+01 3.3e+02 1.93e-04  9e-06  3e-03 0:05.9
  800  10400 7.658429940802803e+01 3.5e+02 1.81e-04  7e-06  2e-03 0:06.8
  900  11700 7.658429619556372e+01 6.7e+02 1.69e-04  5e-06  3e-03 0:07.6
 1000  13000 7.658429615555076e+01 7.4e+02 2.74e-06  7e-08  5e-05 0:08.5
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1062  13806 7.658429615554445e+01 7.4e+02 1.96e-07  5e-09  3e-06 0:09.0
termination on tolfun=1e-11 (Tue Jun 22 19:34:34 2021)
final/bestever f-value = 7.658430e+01 7.658430e+01
incumbent solution: [1. 1. 1. 1. 1. 1. 1. 1. ...]
std deviations: [1.68745442e-06 4.48199314e-08 4.66253161e-09 5.35637781e-08
 3.16454926e-06 4.54642284e-08 2.77679542e-08 4.52014457e-08 ...]",13806,24.828408
12,Uniform,10,L-BFGS-B-IS,416.7046232,400.0442405,"[ 1.72693484e-03  1.00000000e+00  1.00000000e+00  1.00000000e+00
  3.98823324e-04  1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -5.95168136e-02 -1.00000000e+00 -1.00000000e+00
 -4.48354872e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00  1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  1.29816201e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.75864022e-02]","      fun: 198.29405894663228
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.35856452e-04, -2.59984157e-01, -2.81330806e+01, -1.74014689e-01,
       -3.13750818e-05, -1.89957778e-01,  1.11108966e+00,  3.76550808e+00,
        1.06482694e+00,  4.68213563e-03,  1.58381753e+00,  2.43902443e+00,
        3.52716853e-02,  4.38016838e+00,  1.48985089e+00,  5.93527581e-01,
        3.72835946e+00, -7.86691247e-02,  2.63311600e+00,  2.41837775e+00,
       -1.02125269e-02,  2.02670638e-01,  3.48837474e+00,  1.91098626e+00,
        1.38350687e-03])
  message: 'ABNORMAL_TERMINATION_IN_LNSRCH'
     nfev: 31
      nit: 6
     njev: 31
   status: 2
  success: False
        x: array([ 1.72693484e-03,  1.00000000e+00,  1.00000000e+00,  1.00000000e+00,
        3.98823324e-04,  1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -5.95168136e-02, -1.00000000e+00, -1.00000000e+00,
       -4.48354872e-01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00,  1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
        1.29816201e-01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.75864022e-02])",31,44.454726
13,Uniform,10,L-BFGS-B-2point,403.535515,293.8425732,"[ 1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1.  1.
 -1. -1.  1.  1. -1. -1.  1.]","      fun: 197.696850617034
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.35421753e-04, -2.60391235e-01, -2.81382885e+01, -1.74747467e-01,
       -3.24249268e-05, -2.20233917e-01, -1.00191116e-01,  1.47155380e+00,
        2.64980316e-01, -5.23948669e-03,  3.38281631e-01,  1.12838745e+00,
       -1.38059616e-01,  2.35201645e+00,  4.71368790e-01,  6.48155212e-02,
        1.69139862e+00, -2.63879776e-01,  1.21603394e+00,  9.23206329e-01,
       -1.08547211e-02, -6.02188110e-02,  1.17917824e+00,  4.35205460e-01,
       -6.01978302e-02])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 156
      nit: 5
     njev: 6
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1.,  1., -1., -1.,  1., -1., -1.,  1.,
       -1., -1., -1., -1.,  1., -1., -1.,  1.,  1., -1., -1.,  1.])",156,14.832778
14,Uniform,10,CMA-ES,462.9388862,242.9370937,"[ 1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1.  1.
 -1. -1.  1.  1. -1. -1.  1.]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=400806, Tue Jun 22 20:02:32 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.127623740616974e+02 1.0e+00 4.66e-01  5e-01  5e-01 0:00.1
    2     26 2.113359716316382e+02 1.1e+00 4.47e-01  4e-01  5e-01 0:00.2
    3     39 2.129806964961305e+02 1.1e+00 4.38e-01  4e-01  4e-01 0:00.3
   42    546 2.047533697198449e+02 2.4e+00 4.53e-01  3e-01  5e-01 0:03.3
   96   1248 2.001955179390013e+02 4.0e+00 2.25e-01  9e-02  3e-01 0:07.3
  100   1300 1.999085181696689e+02 4.1e+00 2.15e-01  8e-02  2e-01 0:07.6
  184   2392 1.979378809502122e+02 8.3e+00 6.46e-02  1e-02  8e-02 0:13.6
  200   2600 1.978212679148958e+02 9.5e+00 5.54e-02  1e-02  7e-02 0:14.7
  300   3900 1.977071217283440e+02 1.5e+01 7.73e-03  1e-03  1e-02 0:21.8
  400   5200 1.977000622319245e+02 4.0e+01 1.14e-02  1e-03  4e-02 0:29.0
  500   6500 1.976969852994870e+02 5.3e+01 1.67e-03  1e-04  6e-03 0:36.0
  600   7800 1.976969043146420e+02 5.5e+01 1.63e-04  1e-05  5e-04 0:43.1
  700   9100 1.976968870848630e+02 2.3e+02 1.01e-03  5e-05  1e-02 0:50.2
  800  10400 1.976968787653551e+02 3.4e+02 1.14e-04  5e-06  2e-03 0:57.3
  900  11700 1.976968748629393e+02 4.0e+02 7.03e-04  2e-05  9e-03 1:04.3
 1000  13000 1.976968506599532e+02 1.0e+03 1.72e-04  5e-06  5e-03 1:11.4
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1100  14300 1.976968506170417e+02 1.0e+03 2.34e-06  6e-08  6e-05 1:18.4
 1160  15080 1.976968506170340e+02 9.9e+02 1.99e-07  5e-09  4e-06 1:22.7
termination on tolfun=1e-11 (Tue Jun 22 20:03:57 2021)
final/bestever f-value = 1.976969e+02 1.976969e+02
incumbent solution: [ 1.  1.  1.  1.  1.  1.  1. -1. ...]
std deviations: [1.90152989e-06 4.60588728e-08 4.51654081e-09 5.15735855e-08
 4.28856096e-06 4.50526967e-08 6.63511875e-08 1.91947228e-08 ...]",15080,99.357182
15,Uniform,50,L-BFGS-B-IS,437.192016,309.8475005,"[-0.41047467 -1.          1.          1.         -0.00544788 -1.
 -1.         -1.         -1.         -1.         -1.          1.
  0.3980509   1.         -1.         -1.          1.          0.98405246
  1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]","      fun: 232.14664081623465
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 9.10492905e-03,  4.82421545e+00, -1.57225088e+01, -7.81868207e-02,
        7.27565494e-05,  2.33679358e+00,  3.21216857e+00,  2.09443660e-01,
        9.85539115e-01,  1.49014358e-01,  3.05617634e+00, -1.16719421e-01,
        9.35586864e-02, -2.22209838e-01,  8.81878067e-01,  3.64465186e+00,
       -3.00694990e-01, -3.20753524e-02, -4.14427782e-01,  7.70884781e-01,
        1.48334339e+00,  4.21047305e+00,  3.37259725e-01,  9.06853199e-01,
        2.17589791e-01])
  message: 'ABNORMAL_TERMINATION_IN_LNSRCH'
     nfev: 66
      nit: 17
     njev: 66
   status: 2
  success: False
        x: array([-0.41047467, -1.        ,  1.        ,  1.        , -0.00544788,
       -1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        ,  1.        ,  0.3980509 ,  1.        , -1.        ,
       -1.        ,  1.        ,  0.98405246,  1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ])",66,318.553794
16,Uniform,50,L-BFGS-B-2point,495.2520893,24.78032292,"[-1.         -1.          1.          0.35814668  0.00242625 -1.
 -1.          1.         -1.         -1.         -1.          1.
  0.53451178  1.         -1.         -1.          1.          1.
  1.         -1.         -1.         -1.          1.         -1.
 -1.        ]","      fun: 231.70600051146005
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 2.97927856e-03,  1.75632095e+00, -2.10548477e+01, -4.00543213e-05,
        1.02996826e-04,  7.30854034e-01,  8.30276489e-01, -2.45647430e-02,
        3.18017960e-01,  6.03618622e-02,  9.95840073e-01, -1.28715515e-01,
        1.10626221e-04, -2.26140976e-01,  2.49639511e-01,  1.31171036e+00,
       -3.10371399e-01, -1.53728485e-01, -4.11926270e-01,  1.82563782e-01,
        5.84693909e-01,  1.74445152e+00, -6.89926147e-02,  7.48004913e-02,
        3.84922028e-02])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 1066
      nit: 32
     njev: 41
   status: 0
  success: True
        x: array([-1.        , -1.        ,  1.        ,  0.35814668,  0.00242625,
       -1.        , -1.        ,  1.        , -1.        , -1.        ,
       -1.        ,  1.        ,  0.53451178,  1.        , -1.        ,
       -1.        ,  1.        ,  1.        ,  1.        , -1.        ,
       -1.        , -1.        ,  1.        , -1.        , -1.        ])",1066,41.121659
17,Uniform,50,CMA-ES,440.1609895,405.4731153,"[-1.         -1.          1.          0.35923653 -1.         -1.
 -1.          1.         -1.         -1.         -1.          1.
  0.53447969  1.         -1.         -1.          1.          1.
  1.         -1.         -1.         -1.          1.         -1.
 -1.        ]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=443625, Tue Jun 22 20:36:01 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.489178530132608e+02 1.0e+00 4.80e-01  5e-01  5e-01 0:00.4
    2     26 2.442804425054352e+02 1.1e+00 4.77e-01  5e-01  5e-01 0:00.7
    3     39 2.410319190513419e+02 1.1e+00 4.78e-01  5e-01  5e-01 0:01.0
   12    156 2.391425718390586e+02 1.3e+00 4.58e-01  4e-01  5e-01 0:04.1
   24    312 2.372295441737017e+02 1.8e+00 5.17e-01  4e-01  6e-01 0:08.1
   39    507 2.362326334033159e+02 2.2e+00 4.08e-01  3e-01  4e-01 0:13.1
   57    741 2.336037411807459e+02 2.6e+00 2.22e-01  1e-01  2e-01 0:19.1
   78   1014 2.326070547831888e+02 3.0e+00 1.50e-01  7e-02  2e-01 0:26.1
  100   1300 2.322371611485145e+02 3.5e+00 7.61e-02  3e-02  9e-02 0:33.5
  127   1651 2.319855840487361e+02 4.7e+00 5.42e-02  2e-02  6e-02 0:42.5
  157   2041 2.319394590118319e+02 5.5e+00 3.88e-02  1e-02  5e-02 0:52.5
  191   2483 2.318380418328080e+02 9.0e+00 3.67e-02  8e-03  6e-02 1:03.8
  200   2600 2.318099729764646e+02 1.1e+01 3.77e-02  8e-03  6e-02 1:06.8
  240   3120 2.317506092036254e+02 1.3e+01 1.73e-02  3e-03  3e-02 1:20.2
  283   3679 2.317182588057498e+02 1.9e+01 2.62e-02  4e-03  6e-02 1:34.4
  300   3900 2.317113994733612e+02 1.9e+01 1.41e-02  2e-03  3e-02 1:40.1
  349   4537 2.317074856016119e+02 1.9e+01 3.88e-03  5e-04  7e-03 1:56.4
  400   5200 2.317071972238360e+02 2.0e+01 2.60e-03  3e-04  4e-03 2:13.5
  455   5915 2.317066121982284e+02 3.7e+01 4.95e-03  5e-04  2e-02 2:31.7
  500   6500 2.317059397920258e+02 6.3e+01 2.72e-03  2e-04  1e-02 2:46.8
  560   7280 2.317059029416261e+02 7.4e+01 2.29e-04  2e-05  1e-03 3:07.0
  600   7800 2.317059025885125e+02 7.7e+01 1.03e-04  7e-06  5e-04 3:20.3
  667   8671 2.317059000584396e+02 9.7e+01 4.53e-04  3e-05  2e-03 3:42.6
  700   9100 2.317058968385107e+02 2.0e+02 6.15e-04  3e-05  6e-03 3:53.6
  767   9971 2.317058939213371e+02 3.4e+02 1.08e-04  5e-06  2e-03 4:17.7
  800  10400 2.317058938963268e+02 3.3e+02 2.22e-05  1e-06  3e-04 4:29.4
  870  11310 2.317058938946298e+02 3.6e+02 1.74e-06  7e-08  2e-05 4:55.5
  900  11700 2.317058938946212e+02 3.7e+02 6.25e-07  2e-08  8e-06 5:06.5
  929  12077 2.317058938946206e+02 3.9e+02 2.11e-07  8e-09  3e-06 5:16.9
termination on tolfun=1e-11 (Tue Jun 22 20:41:20 2021)
final/bestever f-value = 2.317059e+02 2.317059e+02
incumbent solution: [-1.         -1.          1.          0.35923634 -1.         -1.
 -1.          1.         ...]
std deviations: [5.42186761e-07 2.60071956e-08 7.82934100e-09 1.69296373e-07
 2.81801140e-06 3.79335618e-08 3.59861189e-08 1.65543084e-07 ...]",12077,333.226635
18,Uniform,1,L-BFGS-B-IS,467.781457,300.7216642,"[ 1.          1.          1.          1.          0.03247172  1.
 -1.         -1.         -1.         -1.         -1.         -1.
  1.         -1.         -1.         -1.         -1.          1.
  1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]","      fun: 230.47344565839495
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.10682709e-04, -2.40196970e-01, -2.79513243e+01, -1.57949251e-01,
       -3.59405827e-06, -1.87242437e-02,  5.14863541e+00,  7.23696802e+00,
        3.78674375e+00,  9.77630226e-02,  4.83594537e+00,  2.52394752e-01,
       -3.62102633e-01,  3.96178199e-01,  3.24366829e+00,  4.30576270e+00,
        1.69394921e-01, -4.79838497e-01, -2.93206230e-01,  4.35971929e+00,
        1.28592653e-01,  4.85507429e+00,  6.17444301e+00,  4.72784796e+00,
        2.91172729e-01])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 24
      nit: 11
     njev: 24
   status: 0
  success: True
        x: array([ 1.        ,  1.        ,  1.        ,  1.        ,  0.03247172,
        1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        ,  1.        , -1.        , -1.        ,
       -1.        , -1.        ,  1.        ,  1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ])",24,19.734842
19,Uniform,1,L-BFGS-B-2point,472.8820674,187.4301158,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1. -1. -1. -1.  1.  1.
  1. -1. -1. -1. -1. -1. -1.]","      fun: 230.14748760209912
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.25885010e-04, -2.51718521e-01, -2.80570793e+01, -1.67448044e-01,
       -2.28881836e-05, -1.36852264e-01,  1.86962128e+00,  2.93431282e+00,
        1.44729042e+00,  3.31516266e-02,  1.86979485e+00, -7.13348389e-03,
       -3.69062424e-01,  1.89914703e-02,  1.29234123e+00,  1.83841705e+00,
       -1.55834198e-01, -4.82742310e-01, -3.87912750e-01,  1.71442413e+00,
        7.00454712e-02,  2.35246468e+00,  2.33904648e+00,  1.75444984e+00,
        8.68587494e-02])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 104
      nit: 3
     njev: 4
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1., -1., -1., -1., -1., -1.,  1.,  1.,
       -1., -1., -1.,  1.,  1.,  1., -1., -1., -1., -1., -1., -1.])",104,14.023855
20,Uniform,1,CMA-ES,490.9175547,191.9152032,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1. -1. -1. -1.  1.  1.
  1. -1. -1. -1. -1. -1. -1.]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=431567, Tue Jun 22 21:09:26 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.514247499588832e+02 1.0e+00 4.73e-01  5e-01  5e-01 0:00.0
    2     26 2.503260718455705e+02 1.1e+00 4.73e-01  5e-01  5e-01 0:00.0
    3     39 2.502915928845838e+02 1.1e+00 4.73e-01  5e-01  5e-01 0:00.1
  100   1300 2.307386891761342e+02 3.6e+00 6.83e-02  3e-02  8e-02 0:01.9
  200   2600 2.301838164703850e+02 1.0e+01 1.86e-02  5e-03  3e-02 0:03.8
  300   3900 2.301600225124765e+02 1.7e+01 5.26e-03  9e-04  1e-02 0:05.6
  400   5200 2.301477114585576e+02 3.5e+01 2.75e-03  3e-04  1e-02 0:07.4
  500   6500 2.301475773307413e+02 3.9e+01 1.17e-04  1e-05  4e-04 0:09.2
  600   7800 2.301475708632462e+02 1.2e+02 5.14e-04  4e-05  4e-03 0:10.9
  700   9100 2.301474924350493e+02 5.7e+02 4.44e-04  3e-05  1e-02 0:12.7
  800  10400 2.301474897926123e+02 5.3e+02 1.31e-04  6e-06  3e-03 0:14.5
  900  11700 2.301474896906047e+02 5.3e+02 9.00e-05  4e-06  2e-03 0:16.3
 1000  13000 2.301474876873943e+02 8.3e+02 1.98e-04  7e-06  5e-03 0:18.1
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1100  14300 2.301474876021358e+02 1.0e+03 4.54e-06  1e-07  1e-04 0:19.9
 1177  15301 2.301474876020992e+02 1.1e+03 2.22e-07  5e-09  6e-06 0:21.3
termination on tolfun=1e-11 (Tue Jun 22 21:09:50 2021)
final/bestever f-value = 2.301475e+02 2.301475e+02
incumbent solution: [ 1.  1.  1.  1.  1.  1. -1. -1. ...]
std deviations: [2.67345603e-06 5.88673778e-08 5.44975673e-09 7.15975701e-08
 5.52596100e-06 7.68343139e-08 1.99833460e-08 1.63300406e-08 ...]",15301,38.058662
21,Uniform,10,L-BFGS-B-IS,508.7416012,4.228285872,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.  1. -1. -1. -1.  1.]","      fun: 232.26714707392242
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.36550383e-04, -2.60089599e-01, -2.81357755e+01, -1.74470283e-01,
       -3.34675166e-05, -2.16925915e-01,  4.32433938e-01,  3.14582527e+00,
        4.95523067e-01, -6.07926427e-03,  1.48311814e+00,  4.11915703e+00,
        6.56457767e-01,  6.60528390e+00,  9.73510738e-01,  5.24093723e-01,
        5.47592602e+00,  6.03454016e-01,  4.65440781e+00,  1.43209341e+00,
       -9.14581426e-03,  2.84848890e-01,  2.53124901e+00,  8.45264298e-01,
       -6.53009524e-02])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 34
      nit: 9
     njev: 34
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1., -1., -1., -1.,  1., -1., -1., -1.,
       -1., -1., -1., -1., -1., -1., -1.,  1., -1., -1., -1.,  1.])",34,65.761065
22,Uniform,10,L-BFGS-B-2point,464.0752609,8.680265906,"[-1.48234630e-03  1.00000000e+00  1.00000000e+00  1.00000000e+00
 -3.31788286e-04  1.00000000e+00  4.25492321e-01 -1.00000000e+00
 -1.00000000e+00  4.73258959e-03 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  4.03608052e-03 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  1.00000000e+00]","      fun: 231.90785155050844
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.27792358e-04, -2.55949020e-01, -2.81016006e+01, -1.70948029e-01,
       -2.86102295e-05, -1.79298401e-01, -1.41143799e-04,  1.08444977e+00,
        3.80046844e-01, -3.05175781e-04,  3.20611954e-01,  1.67063332e+00,
        1.52919769e-01,  2.74005127e+00,  3.92707825e-01,  1.93431854e-01,
        2.04676628e+00,  1.08339310e-01,  1.99434662e+00,  5.57636261e-01,
       -6.52313232e-04,  2.38704681e-01,  7.35071182e-01,  2.65199661e-01,
       -4.67453003e-02])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 546
      nit: 17
     njev: 21
   status: 0
  success: True
        x: array([-1.48234630e-03,  1.00000000e+00,  1.00000000e+00,  1.00000000e+00,
       -3.31788286e-04,  1.00000000e+00,  4.25492321e-01, -1.00000000e+00,
       -1.00000000e+00,  4.73258959e-03, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
        4.03608052e-03, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
        1.00000000e+00])",546,18.030893
23,Uniform,10,CMA-ES,429.8651218,3.746870175,"[ 1.          1.          1.          1.          1.          1.
  0.37944817 -1.         -1.          1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          1.         -1.         -1.         -1.
  1.        ]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=421033, Tue Jun 22 21:37:09 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.589027685134118e+02 1.0e+00 4.70e-01  5e-01  5e-01 0:00.2
    2     26 2.486606996088156e+02 1.1e+00 4.63e-01  5e-01  5e-01 0:00.3
    3     39 2.426180565554002e+02 1.1e+00 4.64e-01  5e-01  5e-01 0:00.4
   30    390 2.459475900861475e+02 2.1e+00 7.65e-01  6e-01  9e-01 0:03.4
   66    858 2.363867238227793e+02 2.7e+00 3.58e-01  2e-01  4e-01 0:07.5
  100   1300 2.335456638828347e+02 3.7e+00 1.56e-01  6e-02  2e-01 0:11.4
  154   2002 2.323252516098494e+02 6.2e+00 6.86e-02  2e-02  9e-02 0:17.5
  200   2600 2.320006732998337e+02 9.1e+00 5.82e-02  1e-02  8e-02 0:22.7
  271   3523 2.319088026532649e+02 1.2e+01 1.04e-02  2e-03  1e-02 0:30.7
  300   3900 2.319074359729109e+02 1.3e+01 3.85e-03  6e-04  5e-03 0:34.0
  389   5057 2.319071547104824e+02 1.8e+01 3.11e-04  3e-05  4e-04 0:44.0
  400   5200 2.319071536881984e+02 2.0e+01 3.61e-04  4e-05  6e-04 0:45.3
  500   6500 2.319070975364528e+02 1.0e+02 9.02e-04  7e-05  6e-03 0:56.6
  600   7800 2.319070790912847e+02 1.5e+02 7.71e-04  5e-05  6e-03 1:07.9
  700   9100 2.319068321786111e+02 3.8e+02 1.19e-03  6e-05  2e-02 1:19.1
  800  10400 2.319068280336218e+02 3.3e+02 4.46e-04  2e-05  6e-03 1:30.4
  900  11700 2.319067575754719e+02 5.8e+02 2.01e-03  7e-05  4e-02 1:41.6
 1000  13000 2.319067486945768e+02 6.0e+02 1.29e-04  4e-06  2e-03 1:52.9
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1100  14300 2.319067453990978e+02 6.6e+02 8.24e-04  2e-05  1e-02 2:04.2
 1200  15600 2.319067439768161e+02 7.5e+02 1.97e-05  4e-07  3e-04 2:15.5
 1300  16900 2.319067439764723e+02 8.1e+02 4.05e-07  7e-09  6e-06 2:26.8
 1307  16991 2.319067439764723e+02 8.2e+02 3.23e-07  6e-09  4e-06 2:27.6
termination on tolfun=1e-11 (Tue Jun 22 21:39:40 2021)
final/bestever f-value = 2.319067e+02 2.319067e+02
incumbent solution: [ 1.          1.          1.          1.          1.          1.
  0.37944825 -1.         ...]
std deviations: [2.69124913e-06 5.55001046e-08 5.74721498e-09 7.09461500e-08
 4.48484076e-06 6.44998089e-08 6.64983654e-08 2.88884282e-08 ...]",16991,164.540176
